url,price,Lng,Lat,district,distance,age,square,communityAverage,followers,tradeTime,constructionTime,livingRoom,floorType,floorHeight,buildingType,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway
https://bj.lianjia.com/chengjiao/BJSY90678967.html,20104,116.661432,40.180564,13,0.37537889860779516,18,90.83,31282.0,3,2015,2001,2,Middle,6,4,3,2,0.5,1,1,0
https://bj.lianjia.com/chengjiao/BJTJ00369505.html,17680,116.639467,39.904485,11,0.23206717500327426,15,62.22,45147.0,0,2012,2004,1,Middle,6,4,1,2,0.333,0,0,0
https://bj.lianjia.com/chengjiao/BJCY89062381.html,29435,116.564943,39.927447,7,0.15924892419731176,16,89.35,53315.0,3,2015,2003,2,Middle,6,4,4,2,0.25,0,0,1
https://bj.lianjia.com/chengjiao/101092023478.html,56805,116.386145,39.998849,7,0.0970062277691451,29,81.86,67384.0,25,2016,1990,3,High,6,4,3,2,0.333,0,0,0
https://bj.lianjia.com/chengjiao/BJFT87535922.html,40505,116.397839,39.868935,2,0.036538102660099964,19,76.04,55055.0,2,2014,2000,2,Low,18,1,4,6,0.25,1,1,0
https://bj.lianjia.com/chengjiao/BJCP84638025.html,18204,116.431342,40.071807,6,0.16930837490508008,19,91.74,35931.0,0,2012,2000,2,Middle,6,4,1,2,0.5,0,0,0
https://bj.lianjia.com/chengjiao/BJTJ89162754.html,23149,116.676119,39.887571,11,0.2692330302953232,14,69.12,45024.0,3,2015,2005,1,Middle,18,3,4,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/BJTJ85164250.html,17892,116.629641,39.911449,11,0.22235919158425815,17,97.81,41048.0,0,2012,2002,2,Middle,22,1,1,6,0.25,1,1,1
https://bj.lianjia.com/chengjiao/BJYZ90519959.html,20195,116.45781399999998,39.770511,4,0.14287869021306143,17,125.53,38959.0,1,2015,2002,3,Middle,6,4,4,4,0.5,0,0,0
https://bj.lianjia.com/chengjiao/BJYZ88300424.html,28035,116.497474,39.810115,3,0.1302509604609509,8,34.6,54282.0,1,2014,2011,1,High,24,1,4,6,0.222,1,1,1
